Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,StreamingServices,OnlineBackup,DeviceProtection,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Age,Married,Number of Referrals,Avg Monthly GB Download,Premium Tech Support,Unlimited Data,Churn
Yes,42.0,Yes,No,No,No,No,No,No,No,Two year,No,eSewa,600.0,63,Yes,3,0,No,No,0
No,48.0,Yes,No,No,No,No,No,No,No,One year,No,Mobile Banking,598.5,43,No,0,0,No,No,0
No,48.0,Yes,Yes,No,No,No,No,No,No,Two year,No,Credit card (automatic),720.0,54,No,0,0,No,No,0
No,27.0,Yes,No,No,No,No,No,No,No,One year,No,eSewa,574.5,36,No,0,0,No,No,0
No,46.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,One year,Yes,Mobile Banking,2739.0,65,No,0,26,No,Yes,0
Yes,25.0,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,eSewa,574.5,49,Yes,5,0,No,No,0
No,13.0,Yes,No,No,No,No,No,No,No,Two year,No,eSewa,592.5,56,No,0,0,No,No,0
No,31.0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),2265.0,41,Yes,2,15,Yes,Yes,0
Yes,23.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Cash,2512.5,30,Yes,1,30,No,Yes,0
No,2.0,Yes,No,No,No,No,No,No,No,Month-to-month,No,eSewa,582.0,58,No,0,0,No,No,0
No,65.0,Yes,Yes,No,No,No,No,No,No,Two year,No,Mobile Banking,795.0,42,No,0,0,No,No,0
Yes,55.0,Yes,No,No,No,No,No,No,No,One year,No,Credit card (automatic),574.5,31,Yes,0,0,No,No,0
Yes,35.0,No,No,DSL,No,Yes,No,No,Yes,One year,No,eSewa,1227.0,36,Yes,6,30,Yes,Yes,0
No,6.0,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Two year,Yes,eSewa,2407.5,50,No,0,10,Yes,Yes,0
No,17.0,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Cash,2124.0,26,No,0,52,No,Yes,0
Yes,10.0,Yes,No,DSL,No,Yes,No,Yes,No,Month-to-month,No,eSewa,1806.0,50,Yes,5,12,No,Yes,0
Yes,15.0,Yes,No,DSL,No,No,No,Yes,Yes,One year,No,Credit card (automatic),1656.0,62,No,0,11,Yes,No,0
Yes,13.0,Yes,No,DSL,Yes,No,No,No,Yes,One year,No,Mobile Banking,1624.5,51,Yes,5,12,Yes,Yes,0
No,58.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Month-to-month,Yes,Mobile Banking,3012.0,72,Yes,8,28,Yes,Yes,0
No,45.0,Yes,No,DSL,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),1876.5,48,No,0,8,Yes,Yes,0
Yes,72.0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Two year,Yes,Mobile Banking,2113.5,52,Yes,8,19,Yes,Yes,0
Yes,68.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,One year,Yes,Mobile Banking,2565.0,27,Yes,1,85,No,Yes,0
Yes,38.0,Yes,No,DSL,Yes,No,Yes,No,No,Month-to-month,No,Cash,1635.0,30,Yes,5,30,No,Yes,0
No,2.0,Yes,No,No,No,No,No,No,No,Month-to-month,No,eSewa,622.5,35,No,0,0,No,No,0
No,11.0,Yes,No,No,No,No,No,No,No,Month-to-month,No,eSewa,610.5,43,No,0,0,No,No,0
No,20.0,Yes,No,Fiber optic,No,Yes,No,No,No,One year,Yes,Mobile Banking,2730.0,65,Yes,2,2,No,Yes,0
No,72.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Two year,Yes,Mobile Banking,3144.0,58,Yes,4,15,No,Yes,0
No,40.0,Yes,No,DSL,No,No,No,No,Yes,Month-to-month,Yes,Cash,1533.0,26,No,0,73,Yes,Yes,0
No,62.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Month-to-month,Yes,Mobile Banking,2694.0,65,Yes,7,3,No,Yes,0
Yes,22.0,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Cash,616.5,28,No,0,0,No,No,0
No,11.0,Yes,No,DSL,Yes,Yes,No,Yes,No,Month-to-month,No,Mobile Banking,1921.5,19,No,0,52,No,No,0
No,7.0,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Cash,2245.5,68,Yes,2,13,No,Yes,0
No,3.0,No,No,DSL,No,No,No,No,No,Month-to-month,No,eSewa,750.0,46,Yes,1,12,No,Yes,0
No,58.0,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),609.0,58,No,0,0,No,No,0
Yes,6.0,Yes,Yes,No,No,No,No,No,No,Month-to-month,No,eSewa,790.5,21,No,0,0,No,No,0
No,22.0,Yes,No,DSL,No,No,Yes,Yes,No,Month-to-month,Yes,eSewa,1641.0,60,Yes,1,16,No,Yes,0
Yes,64.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,One year,No,Credit card (automatic),2707.5,57,Yes,9,30,No,Yes,0
No,6.0,Yes,No,No,No,No,No,No,No,Month-to-month,No,eSewa,619.5,33,No,0,0,No,No,0
Yes,39.0,Yes,Yes,No,No,No,No,No,No,One year,No,Mobile Banking,763.5,45,No,0,0,No,No,0
No,20.0,Yes,No,No,No,No,No,No,No,One year,No,eSewa,585.0,38,No,0,0,No,No,0
No,64.0,Yes,Yes,DSL,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),1984.5,40,Yes,3,2,No,Yes,0
No,46.0,Yes,No,DSL,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),2073.0,29,Yes,7,53,No,Yes,0
Yes,28.0,No,No,DSL,No,Yes,Yes,No,No,One year,Yes,Cash,1173.0,76,Yes,2,21,No,Yes,0
No,33.0,Yes,No,No,No,No,No,No,No,Month-to-month,No,eSewa,601.5,34,Yes,5,0,No,No,0
Yes,39.0,Yes,No,DSL,Yes,No,Yes,Yes,No,One year,No,Cash,1794.0,60,Yes,5,13,No,No,0
No,1.0,Yes,No,DSL,No,No,Yes,No,No,Month-to-month,Yes,Cash,1458.0,51,No,0,11,No,Yes,0
No,70.0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),3160.5,70,Yes,2,7,No,Yes,0
No,65.0,Yes,Yes,No,No,No,No,No,No,Two year,Yes,Mobile Banking,753.0,22,No,0,0,No,No,0
No,1.0,Yes,No,DSL,Yes,No,No,No,No,Month-to-month,No,Cash,1492.5,47,No,0,14,No,Yes,0
No,18.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Cash,2842.5,42,Yes,1,16,No,Yes,0
No,24.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Cash,2790.0,54,Yes,7,20,No,No,0
No,63.0,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Two year,Yes,Mobile Banking,2157.0,20,No,0,85,Yes,Yes,0
Yes,44.0,Yes,Yes,DSL,No,Yes,Yes,No,No,One year,Yes,eSewa,2326.5,39,No,0,26,No,Yes,0
No,4.0,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Cash,595.5,26,No,0,0,No,No,0
Yes,37.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Cash,2857.5,43,Yes,0,11,No,Yes,0
No,34.0,No,No,DSL,No,No,No,No,No,Month-to-month,Yes,Mobile Banking,751.5,59,No,0,28,No,Yes,0
No,35.0,No,No,DSL,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),1594.5,53,Yes,5,30,No,Yes,0
No,4.0,Yes,No,No,No,No,No,No,No,Month-to-month,No,Cash,604.5,35,Yes,5,0,No,No,0
No,39.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Month-to-month,Yes,Cash,3037.5,73,Yes,9,21,Yes,Yes,0
No,43.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,One year,Yes,Mobile Banking,3016.5,77,Yes,10,8,No,Yes,0
No,61.0,Yes,Yes,No,No,No,No,No,No,Two year,No,Mobile Banking,759.0,52,Yes,1,0,No,No,0
No,49.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,One year,No,Cash,2154.0,47,Yes,9,30,No,Yes,0
No,4.0,Yes,No,No,No,No,No,No,No,One year,No,eSewa,591.0,49,No,0,0,No,No,0
Yes,64.0,No,No,DSL,No,Yes,Yes,Yes,Yes,Two year,No,Cash,1495.5,28,Yes,3,59,Yes,Yes,0
No,3.0,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Yes,eSewa,2088.0,43,No,0,16,No,No,0
Yes,1.0,Yes,No,No,No,No,No,No,No,Month-to-month,No,Cash,592.5,31,Yes,8,0,No,No,0
No,40.0,Yes,No,Fiber optic,No,No,Yes,Yes,No,One year,No,Cash,2424.0,46,Yes,5,24,No,Yes,0
No,34.0,Yes,No,DSL,No,Yes,No,Yes,Yes,One year,No,Mobile Banking,1926.0,74,Yes,2,23,Yes,Yes,0
No,1.0,No,No,DSL,No,Yes,No,No,No,Month-to-month,No,Cash,1050.0,33,Yes,9,14,No,Yes,0
Yes,45.0,Yes,No,No,No,No,No,No,No,Two year,No,Cash,576.0,21,Yes,6,0,No,No,0
No,43.0,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),2719.5,19,No,0,59,Yes,Yes,0
Yes,41.0,Yes,No,No,No,No,No,No,No,Two year,Yes,eSewa,600.0,24,Yes,5,0,No,No,0
No,5.0,Yes,No,Fiber optic,No,No,Yes,No,No,Month-to-month,Yes,Cash,2239.5,58,No,0,16,No,Yes,0
No,72.0,No,No,DSL,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),1836.0,43,No,0,6,Yes,Yes,0
No,4.0,Yes,No,No,No,No,No,No,No,One year,No,eSewa,598.5,47,No,0,0,No,No,0
Yes,9.0,Yes,No,DSL,No,No,Yes,No,Yes,Month-to-month,No,eSewa,1644.0,43,Yes,2,24,Yes,Yes,0
No,72.0,Yes,Yes,DSL,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),2203.5,79,Yes,7,3,No,Yes,0
No,33.0,Yes,No,DSL,No,No,No,No,Yes,One year,Yes,eSewa,1543.5,42,Yes,7,9,Yes,Yes,0
No,72.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,Two year,No,Mobile Banking,2413.5,59,Yes,4,27,No,No,0
No,15.0,Yes,No,Fiber optic,No,Yes,No,Yes,No,Month-to-month,No,Cash,2559.0,41,No,0,18,No,Yes,0
No,29.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,Yes,Cash,2379.0,69,Yes,0,2,Yes,Yes,0
Yes,15.0,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mobile Banking,2295.0,63,Yes,5,18,Yes,Yes,0
No,72.0,Yes,Yes,No,No,No,No,No,No,Two year,No,Mobile Banking,762.0,80,No,0,0,No,No,0
No,19.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Cash,2605.5,34,Yes,8,16,No,Yes,0
No,1.0,Yes,No,No,No,No,No,No,No,Month-to-month,No,eSewa,589.5,40,No,0,0,No,No,0
No,2.0,Yes,No,DSL,No,No,No,No,No,Month-to-month,No,Cash,1366.5,26,No,0,71,No,No,0
Yes,11.0,Yes,Yes,Fiber optic,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),2343.0,77,Yes,8,13,No,Yes,0
No,12.0,Yes,No,No,No,No,No,No,No,One year,No,eSewa,579.0,58,No,0,0,No,No,0
No,70.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Two year,Yes,Cash,3315.0,41,Yes,4,23,Yes,Yes,0
No,23.0,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mobile Banking,609.0,38,No,0,0,No,No,0
No,49.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),2440.5,67,No,0,10,Yes,Yes,0
Yes,2.0,Yes,No,DSL,No,Yes,No,No,No,Month-to-month,Yes,Cash,1659.0,22,No,0,59,No,Yes,0
No,69.0,No,No,DSL,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),1696.5,79,Yes,10,12,No,No,0
Yes,24.0,Yes,No,No,No,No,No,No,No,Two year,Yes,eSewa,591.0,43,Yes,5,0,No,No,0
No,32.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),3121.5,44,No,0,28,No,Yes,0
No,27.0,Yes,No,DSL,Yes,No,Yes,No,No,Two year,No,Mobile Banking,1585.5,44,No,0,29,No,Yes,0
No,58.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,No,Mobile Banking,2419.5,52,No,0,8,Yes,Yes,0
Yes,18.0,Yes,Yes,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),739.5,22,Yes,9,0,No,No,0
Yes,47.0,Yes,No,No,No,No,No,No,No,Two year,Yes,Mobile Banking,639.0,47,Yes,5,0,No,No,0
Yes,70.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Two year,Yes,Cash,3306.0,26,Yes,4,85,Yes,No,0
Yes,36.0,Yes,No,DSL,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),1531.5,32,Yes,3,19,No,Yes,0
No,67.0,Yes,No,No,No,No,No,No,No,Two year,Yes,eSewa,594.0,31,No,0,0,No,No,0
No,10.0,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,eSewa,597.0,56,No,0,0,No,No,0
No,19.0,Yes,No,Fiber optic,Yes,Yes,No,No,No,Month-to-month,Yes,Cash,2619.0,66,No,0,16,No,Yes,0
Yes,71.0,Yes,No,No,No,No,No,No,No,Two year,No,Mobile Banking,595.5,43,Yes,2,0,No,No,0
Yes,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Yes,eSewa,2682.0,45,Yes,7,19,Yes,Yes,0
Yes,48.0,Yes,No,No,No,No,No,No,No,Two year,No,eSewa,600.0,19,Yes,2,0,No,No,0
No,1.0,Yes,No,No,No,No,No,No,No,Month-to-month,No,eSewa,601.5,56,No,0,0,No,No,0
Yes,18.0,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Month-to-month,No,Cash,2497.5,29,Yes,3,59,Yes,Yes,0
No,67.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Two year,No,Mobile Banking,3087.0,72,Yes,9,17,Yes,Yes,0
Yes,69.0,No,No,DSL,Yes,No,No,Yes,Yes,Two year,No,eSewa,1173.0,52,Yes,3,11,Yes,Yes,0
No,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,Yes,eSewa,3435.0,75,Yes,4,19,Yes,Yes,0
No,38.0,Yes,No,No,No,No,No,No,No,Two year,No,eSewa,606.0,65,No,0,0,No,No,0
No,40.0,Yes,No,DSL,No,Yes,No,No,No,One year,No,Cash,1674.0,71,Yes,8,18,No,No,0
Yes,61.0,Yes,Yes,No,No,No,No,No,No,Two year,Yes,eSewa,726.0,56,Yes,7,0,No,No,0
No,32.0,Yes,Yes,DSL,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),2184.0,26,Yes,10,46,Yes,Yes,0
No,21.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),2995.5,24,No,0,48,No,Yes,0
No,59.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,One year,Yes,Cash,2985.0,70,No,0,9,No,Yes,0
No,47.0,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),607.5,50,No,0,0,No,No,0
Yes,69.0,Yes,Yes,No,No,No,No,No,No,Two year,Yes,Mobile Banking,780.0,63,Yes,5,0,No,No,0
No,2.0,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),597.0,56,No,0,0,No,No,0
Yes,22.0,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mobile Banking,571.5,35,Yes,0,0,No,No,0
No,15.0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Month-to-month,Yes,Cash,2895.0,79,Yes,9,26,No,Yes,0
No,53.0,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),595.5,62,No,0,0,No,No,0
No,28.0,Yes,Yes,No,No,No,No,No,No,Month-to-month,No,eSewa,771.0,79,Yes,8,0,No,No,0
No,22.0,Yes,No,No,No,No,No,No,No,One year,No,eSewa,609.0,42,No,0,0,No,No,0
No,16.0,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Month-to-month,Yes,Cash,2746.5,66,Yes,1,20,Yes,Yes,0
Yes,48.0,No,No,DSL,Yes,No,Yes,No,Yes,Two year,No,eSewa,1182.0,29,Yes,5,52,Yes,No,0
No,30.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mobile Banking,3171.0,75,Yes,6,22,Yes,Yes,0
No,3.0,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Cash,2107.5,33,No,0,10,No,Yes,0
No,57.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Two year,No,Cash,2812.5,77,No,0,11,Yes,Yes,0
No,23.0,Yes,No,DSL,No,Yes,No,No,Yes,One year,No,Mobile Banking,1800.0,55,Yes,5,18,Yes,Yes,0
No,65.0,Yes,No,DSL,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),1794.0,46,Yes,7,14,Yes,Yes,0
No,44.0,Yes,No,Fiber optic,No,Yes,No,No,No,One year,Yes,Mobile Banking,2719.5,30,Yes,7,53,No,Yes,0
Yes,71.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Two year,Yes,Mobile Banking,3270.0,22,Yes,2,69,No,No,0
No,37.0,Yes,Yes,DSL,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),2043.0,64,Yes,1,11,Yes,Yes,0
No,12.0,Yes,No,No,No,No,No,No,No,Month-to-month,No,eSewa,612.0,53,No,0,0,No,No,0
Yes,69.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Two year,Yes,Mobile Banking,2458.5,20,Yes,1,48,Yes,Yes,0
No,35.0,Yes,No,DSL,Yes,No,Yes,Yes,No,Month-to-month,No,Cash,1816.5,57,No,0,20,No,Yes,0
No,5.0,Yes,No,DSL,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mobile Banking,1968.0,22,No,0,59,Yes,Yes,0
Yes,58.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Two year,No,Mobile Banking,2475.0,40,Yes,1,24,No,Yes,0
No,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mobile Banking,2469.0,56,Yes,1,30,Yes,No,0
No,72.0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Two year,No,eSewa,2044.5,56,Yes,1,17,Yes,Yes,0
No,1.0,Yes,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),609.0,48,No,0,0,No,No,0
Yes,53.0,Yes,No,No,No,No,No,No,No,One year,No,Credit card (automatic),606.0,38,Yes,1,0,No,No,0
No,27.0,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Month-to-month,Yes,Cash,2676.0,31,No,0,2,Yes,Yes,0
No,18.0,Yes,No,Fiber optic,Yes,No,No,No,No,Month-to-month,No,Cash,2244.0,25,Yes,1,41,No,Yes,0
Yes,46.0,Yes,No,No,No,No,No,No,No,Two year,Yes,eSewa,606.0,54,Yes,1,0,No,No,0
No,72.0,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),2532.0,38,Yes,1,28,Yes,Yes,0
No,4.0,No,No,DSL,No,No,No,No,No,Month-to-month,Yes,Cash,754.5,55,Yes,1,29,No,Yes,0
No,25.0,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),594.0,42,No,0,0,No,No,0
Yes,40.0,No,No,DSL,No,Yes,Yes,No,No,Month-to-month,Yes,Cash,1525.5,27,Yes,0,52,No,Yes,0
No,63.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Month-to-month,Yes,Cash,3072.0,47,Yes,1,15,No,Yes,0
No,14.0,Yes,Yes,DSL,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),1665.0,54,No,0,21,No,Yes,0
No,72.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Two year,Yes,Mobile Banking,3292.5,66,Yes,1,14,Yes,No,0
No,39.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Month-to-month,Yes,Cash,3192.0,55,No,0,30,No,Yes,0
Yes,47.0,No,No,DSL,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),1800.0,37,Yes,1,25,No,Yes,0
No,19.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),2664.0,42,Yes,1,20,Yes,Yes,0
No,17.0,Yes,Yes,Fiber optic,No,No,No,Yes,No,Month-to-month,No,Mobile Banking,2401.5,62,No,0,29,No,Yes,0
No,34.0,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Cash,2266.5,66,Yes,1,16,No,Yes,0
No,42.0,Yes,No,DSL,No,No,Yes,No,No,Month-to-month,Yes,Cash,1486.5,40,No,0,23,No,Yes,0
Yes,71.0,Yes,Yes,No,No,No,No,No,No,Two year,No,Credit card (automatic),717.0,25,Yes,1,0,No,No,0
No,19.0,Yes,No,DSL,Yes,Yes,No,Yes,No,Month-to-month,No,Mobile Banking,1992.0,71,Yes,1,26,No,Yes,0
No,57.0,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),564.0,45,No,0,0,No,No,0
No,72.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Two year,Yes,Cash,3252.0,29,Yes,8,59,Yes,Yes,0
No,6.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,Month-to-month,Yes,eSewa,2578.5,28,No,0,51,No,Yes,0
No,61.0,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Two year,No,Mobile Banking,2427.0,29,Yes,1,51,No,Yes,0
Yes,48.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),3354.0,49,Yes,10,18,Yes,Yes,0
No,16.0,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),618.0,36,No,0,0,No,No,0
No,3.0,Yes,No,DSL,No,No,No,No,No,Month-to-month,No,Cash,1338.0,62,No,0,27,No,Yes,0
No,65.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),3153.0,47,No,0,30,No,Yes,0
Yes,70.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),3454.5,45,Yes,3,53,Yes,Yes,0
No,60.0,Yes,No,DSL,Yes,Yes,No,No,No,One year,Yes,eSewa,1794.0,39,Yes,6,16,No,Yes,0
No,69.0,Yes,Yes,No,No,No,No,No,No,One year,Yes,Cash,789.0,23,Yes,7,0,No,No,0
No,35.0,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,No,Cash,2116.5,65,No,0,30,No,Yes,0
No,22.0,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,eSewa,601.5,43,No,0,0,No,No,0
Yes,66.0,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Two year,No,Mobile Banking,2395.5,25,Yes,8,59,No,Yes,0
Yes,34.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),2701.5,61,Yes,10,57,No,Yes,0
Yes,72.0,Yes,Yes,No,No,No,No,No,No,Two year,No,Mobile Banking,733.5,36,Yes,4,0,No,No,0
Yes,31.0,No,No,DSL,Yes,Yes,No,Yes,Yes,One year,No,Cash,1798.5,64,Yes,7,25,Yes,Yes,0
Yes,30.0,Yes,Yes,No,No,No,No,No,No,One year,No,Mobile Banking,760.5,61,No,0,0,No,No,0
No,19.0,No,No,DSL,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),1029.0,65,Yes,6,14,No,Yes,0
No,65.0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Month-to-month,Yes,Cash,3151.5,35,Yes,3,23,No,No,0
Yes,30.0,Yes,No,No,No,No,No,No,No,Two year,No,eSewa,579.0,49,Yes,8,0,No,No,0
No,6.0,Yes,No,No,No,No,No,No,No,One year,No,eSewa,574.5,33,No,0,0,No,No,0
No,2.0,No,No,DSL,No,Yes,Yes,No,No,Month-to-month,No,Cash,1542.0,53,No,0,21,No,Yes,0
Yes,53.0,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Month-to-month,No,Cash,2155.5,61,Yes,0,26,Yes,Yes,0
No,7.0,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Cash,2262.0,80,Yes,2,21,No,Yes,0
Yes,61.0,Yes,No,DSL,Yes,No,No,No,No,One year,Yes,Mobile Banking,1491.0,34,Yes,2,11,No,Yes,0
No,13.0,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Month-to-month,Yes,Cash,2362.5,34,No,0,23,No,No,0
No,35.0,Yes,Yes,Fiber optic,No,No,No,Yes,No,One year,Yes,Mobile Banking,2448.0,76,Yes,2,28,No,Yes,0
No,2.0,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),2112.0,61,Yes,9,14,No,Yes,0
No,3.0,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,No,Cash,2283.0,50,No,0,17,No,Yes,0
No,62.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,One year,Yes,Mobile Banking,2820.0,42,No,0,26,No,Yes,0
Yes,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),3118.5,26,Yes,1,30,Yes,Yes,0
No,63.0,Yes,No,No,No,No,No,No,No,Two year,Yes,Mobile Banking,598.5,56,Yes,2,0,No,No,0
No,35.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mobile Banking,3324.0,74,No,0,22,Yes,No,0
No,62.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,One year,No,Cash,2883.0,19,Yes,4,41,No,Yes,0
No,15.0,Yes,Yes,DSL,No,No,No,No,No,Month-to-month,Yes,eSewa,1464.0,34,No,0,18,No,Yes,0
No,55.0,Yes,No,DSL,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),1516.5,38,No,0,17,No,Yes,0
No,11.0,Yes,No,DSL,No,No,No,No,No,Month-to-month,Yes,eSewa,1339.5,59,No,0,3,No,Yes,0
No,61.0,Yes,No,No,No,No,No,No,No,One year,No,Mobile Banking,583.5,24,No,0,0,No,No,0
No,71.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),2679.0,38,Yes,7,27,Yes,Yes,0
No,35.0,Yes,No,No,No,No,No,No,No,Two year,No,eSewa,577.5,33,No,0,0,No,No,0
No,17.0,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,No,Mobile Banking,2115.0,53,No,0,16,No,Yes,0
No,47.0,Yes,No,No,No,No,No,No,No,Two year,No,Mobile Banking,589.5,21,Yes,1,0,No,No,0
No,3.0,Yes,No,No,No,No,No,No,No,Month-to-month,No,eSewa,625.5,35,Yes,9,0,No,No,0
No,3.0,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,eSewa,589.5,46,No,0,0,No,No,0
